FMTNAME,TYPE,CODE,LABEL
MALMULTI,N,8118,SK NON-MEL; CNS; BREAST; THYR; LU; LEUK; UNK; OTH; LI; HC
MALMULTI,N,8119,SK MEL; SK NON-MEL; CNS; BREAST; THYR; LU; LEUK; UNK; OTH
MALMULTI,N,8120,GENURIN; BREAST; THYR; LU; LEUK; UNK; OTH; LI; HCC
MALMULTI,N,8121,SK MEL; GENURIN; BREAST; THYR; LU; LEUK; UNK; OTH; LI; HC
MALMULTI,N,8122,SK NON-MEL; GENURIN; BREAST; THYR; LU; LEUK; UNK; OTH; LI
MALMULTI,N,8123,SK MEL; SK NON-MEL; GENURIN; BREAST; THYR; LU; LEUK; UNK;
MALMULTI,N,8124,CNS; GENURIN; BREAST; THYR; LU; LEUK; UNK; OTH; LI; HCC
MALMULTI,N,8125,SK MEL; CNS; GENURIN; BREAST; THYR; LU; LEUK; UNK; OTH; L
MALMULTI,N,8126,SK NON-MEL; CNS; GENURIN; BREAST; THYR; LU; LEUK; UNK; OT
MALMULTI,N,8127,SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; THYR; LU; LEUK;
MALMULTI,N,8128,TONGUE/THR/LAR; LU; LEUK; UNK; OTH; LI; HCC
MALMULTI,N,8129,SK MEL; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; LI; HCC
MALMULTI,N,8130,SK NON-MEL; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; LI; HCC
MALMULTI,N,8131,SK MEL; SK NON-MEL; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; L
MALMULTI,N,8132,CNS; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; LI; HCC
MALMULTI,N,8133,SK MEL; CNS; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; LI; HCC
MALMULTI,N,8134,SK NON-MEL; CNS; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; LI;
MALMULTI,N,8135,SK MEL; SK NON-MEL; CNS; TONGUE/THR/LAR; LU; LEUK; UNK; O
MALMULTI,N,8136,GENURIN; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; LI; HCC
MALMULTI,N,8137,SK MEL; GENURIN; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; LI;
MALMULTI,N,8138,SK NON-MEL; GENURIN; TONGUE/THR/LAR; LU; LEUK; UNK; OTH;
MALMULTI,N,8139,SK MEL; SK NON-MEL; GENURIN; TONGUE/THR/LAR; LU; LEUK; UN
MALMULTI,N,8140,CNS; GENURIN; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; LI; HCC
MALMULTI,N,8141,SK MEL; CNS; GENURIN; TONGUE/THR/LAR; LU; LEUK; UNK; OTH;
MALMULTI,N,8142,SK NON-MEL; CNS; GENURIN; TONGUE/THR/LAR; LU; LEUK; UNK;
MALMULTI,N,8143,SK MEL; SK NON-MEL; CNS; GENURIN; TONGUE/THR/LAR; LU; LEU
MALMULTI,N,8144,BREAST; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; LI; HCC
MALMULTI,N,8145,SK MEL; BREAST; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; LI; H
MALMULTI,N,8146,SK NON-MEL; BREAST; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; L
MALMULTI,N,8147,SK MEL; SK NON-MEL; BREAST; TONGUE/THR/LAR; LU; LEUK; UNK
MALMULTI,N,8148,CNS; BREAST; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; LI; HCC
MALMULTI,N,8149,SK MEL; CNS; BREAST; TONGUE/THR/LAR; LU; LEUK; UNK; OTH;
MALMULTI,N,8150,SK NON-MEL; CNS; BREAST; TONGUE/THR/LAR; LU; LEUK; UNK; O
MALMULTI,N,8151,SK MEL; SK NON-MEL; CNS; BREAST; TONGUE/THR/LAR; LU; LEUK
MALMULTI,N,8152,GENURIN; BREAST; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; LI;
MALMULTI,N,8153,SK MEL; GENURIN; BREAST; TONGUE/THR/LAR; LU; LEUK; UNK; O
MALMULTI,N,8154,SK NON-MEL; GENURIN; BREAST; TONGUE/THR/LAR; LU; LEUK; UN
MALMULTI,N,8155,SK MEL; SK NON-MEL; GENURIN; BREAST; TONGUE/THR/LAR; LU;
MALMULTI,N,8156,CNS; GENURIN; BREAST; TONGUE/THR/LAR; LU; LEUK; UNK; OTH;
MALMULTI,N,8157,SK MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR; LU; LEUK; U
MALMULTI,N,8158,SK NON-MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR; LU; LEU
MALMULTI,N,8159,SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR;
MALMULTI,N,8160,THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; LI; HCC
MALMULTI,N,8161,SK MEL; THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; LI; HCC
MALMULTI,N,8162,SK NON-MEL; THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; LI;
MALMULTI,N,8163,SK MEL; SK NON-MEL; THYR; TONGUE/THR/LAR; LU; LEUK; UNK;
MALMULTI,N,8164,CNS; THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; LI; HCC
MALMULTI,N,8165,SK MEL; CNS; THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; LI
MALMULTI,N,8166,SK NON-MEL; CNS; THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,8167,SK MEL; SK NON-MEL; CNS; THYR; TONGUE/THR/LAR; LU; LEUK;
MALMULTI,N,8168,GENURIN; THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; LI; HC
MALMULTI,N,8169,SK MEL; GENURIN; THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,8170,SK NON-MEL; GENURIN; THYR; TONGUE/THR/LAR; LU; LEUK; UNK;
MALMULTI,N,8171,SK MEL; SK NON-MEL; GENURIN; THYR; TONGUE/THR/LAR; LU; LE
MALMULTI,N,8172,CNS; GENURIN; THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; L
MALMULTI,N,8173,SK MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; LU; LEUK; UNK
MALMULTI,N,8174,SK NON-MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; LU; LEUK;
MALMULTI,N,8175,SK MEL; SK NON-MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; L
MALMULTI,N,8176,BREAST; THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; LI; HCC
MALMULTI,N,8177,SK MEL; BREAST; THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH;
MALMULTI,N,8178,SK NON-MEL; BREAST; THYR; TONGUE/THR/LAR; LU; LEUK; UNK;
MALMULTI,N,8179,SK MEL; SK NON-MEL; BREAST; THYR; TONGUE/THR/LAR; LU; LEU
MALMULTI,N,8180,CNS; BREAST; THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH; LI
MALMULTI,N,8181,SK MEL; CNS; BREAST; THYR; TONGUE/THR/LAR; LU; LEUK; UNK;
MALMULTI,N,8182,SK NON-MEL; CNS; BREAST; THYR; TONGUE/THR/LAR; LU; LEUK;
MALMULTI,N,8183,SK MEL; SK NON-MEL; CNS; BREAST; THYR; TONGUE/THR/LAR; LU
MALMULTI,N,8184,GENURIN; BREAST; THYR; TONGUE/THR/LAR; LU; LEUK; UNK; OTH
MALMULTI,N,8185,SK MEL; GENURIN; BREAST; THYR; TONGUE/THR/LAR; LU; LEUK;
MALMULTI,N,8186,SK NON-MEL; GENURIN; BREAST; THYR; TONGUE/THR/LAR; LU; LE
MALMULTI,N,8187,SK MEL; SK NON-MEL; GENURIN; BREAST; THYR; TONGUE/THR/LAR
MALMULTI,N,8188,CNS; GENURIN; BREAST; THYR; TONGUE/THR/LAR; LU; LEUK; UNK
MALMULTI,N,8189,SK MEL; CNS; GENURIN; BREAST; THYR; TONGUE/THR/LAR; LU; L
MALMULTI,N,8190,SK NON-MEL; CNS; GENURIN; BREAST; THYR; TONGUE/THR/LAR; L
MALMULTI,N,8191,SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; THYR; TONGUE/TH
MALMULTI,N,8192,HBL
MALMULTI,N,8193,SK MEL; HBL
MALMULTI,N,8194,SK NON-MEL; HBL
MALMULTI,N,8195,SK MEL; SK NON-MEL; HBL
MALMULTI,N,8196,CNS; HBL
MALMULTI,N,8197,SK MEL; CNS; HBL
MALMULTI,N,8198,SK NON-MEL; CNS; HBL
MALMULTI,N,8199,SK MEL; SK NON-MEL; CNS; HBL
MALMULTI,N,8200,GENURIN; HBL
MALMULTI,N,8201,SK MEL; GENURIN; HBL
MALMULTI,N,8202,SK NON-MEL; GENURIN; HBL
MALMULTI,N,8203,SK MEL; SK NON-MEL; GENURIN; HBL
MALMULTI,N,8204,CNS; GENURIN; HBL
MALMULTI,N,8205,SK MEL; CNS; GENURIN; HBL
MALMULTI,N,8206,SK NON-MEL; CNS; GENURIN; HBL
MALMULTI,N,8207,SK MEL; SK NON-MEL; CNS; GENURIN; HBL
MALMULTI,N,8208,BREAST; HBL
MALMULTI,N,8209,SK MEL; BREAST; HBL
MALMULTI,N,8210,SK NON-MEL; BREAST; HBL
MALMULTI,N,8211,SK MEL; SK NON-MEL; BREAST; HBL
MALMULTI,N,8212,CNS; BREAST; HBL
MALMULTI,N,8213,SK MEL; CNS; BREAST; HBL
MALMULTI,N,8214,SK NON-MEL; CNS; BREAST; HBL
MALMULTI,N,8215,SK MEL; SK NON-MEL; CNS; BREAST; HBL
MALMULTI,N,8216,GENURIN; BREAST; HBL
MALMULTI,N,8217,SK MEL; GENURIN; BREAST; HBL
MALMULTI,N,8218,SK NON-MEL; GENURIN; BREAST; HBL
MALMULTI,N,8219,SK MEL; SK NON-MEL; GENURIN; BREAST; HBL
MALMULTI,N,8220,CNS; GENURIN; BREAST; HBL
MALMULTI,N,8221,SK MEL; CNS; GENURIN; BREAST; HBL
MALMULTI,N,8222,SK NON-MEL; CNS; GENURIN; BREAST; HBL
MALMULTI,N,8223,SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; HBL
MALMULTI,N,8224,THYR; HBL
MALMULTI,N,8225,SK MEL; THYR; HBL
MALMULTI,N,8226,SK NON-MEL; THYR; HBL
MALMULTI,N,8227,SK MEL; SK NON-MEL; THYR; HBL
MALMULTI,N,8228,CNS; THYR; HBL
MALMULTI,N,8229,SK MEL; CNS; THYR; HBL
MALMULTI,N,8230,SK NON-MEL; CNS; THYR; HBL
MALMULTI,N,8231,SK MEL; SK NON-MEL; CNS; THYR; HBL
MALMULTI,N,8232,GENURIN; THYR; HBL
MALMULTI,N,8233,SK MEL; GENURIN; THYR; HBL
MALMULTI,N,8234,SK NON-MEL; GENURIN; THYR; HBL
MALMULTI,N,8235,SK MEL; SK NON-MEL; GENURIN; THYR; HBL
MALMULTI,N,8236,CNS; GENURIN; THYR; HBL
MALMULTI,N,8237,SK MEL; CNS; GENURIN; THYR; HBL
MALMULTI,N,8238,SK NON-MEL; CNS; GENURIN; THYR; HBL
MALMULTI,N,8239,SK MEL; SK NON-MEL; CNS; GENURIN; THYR; HBL
MALMULTI,N,8240,BREAST; THYR; HBL
MALMULTI,N,8241,SK MEL; BREAST; THYR; HBL
MALMULTI,N,8242,SK NON-MEL; BREAST; THYR; HBL
MALMULTI,N,8243,SK MEL; SK NON-MEL; BREAST; THYR; HBL
MALMULTI,N,8244,CNS; BREAST; THYR; HBL
MALMULTI,N,8245,SK MEL; CNS; BREAST; THYR; HBL
MALMULTI,N,8246,SK NON-MEL; CNS; BREAST; THYR; HBL
MALMULTI,N,8247,SK MEL; SK NON-MEL; CNS; BREAST; THYR; HBL
MALMULTI,N,8248,GENURIN; BREAST; THYR; HBL
MALMULTI,N,8249,SK MEL; GENURIN; BREAST; THYR; HBL
MALMULTI,N,8250,SK NON-MEL; GENURIN; BREAST; THYR; HBL
MALMULTI,N,8251,SK MEL; SK NON-MEL; GENURIN; BREAST; THYR; HBL
MALMULTI,N,8252,CNS; GENURIN; BREAST; THYR; HBL
MALMULTI,N,8253,SK MEL; CNS; GENURIN; BREAST; THYR; HBL
MALMULTI,N,8254,SK NON-MEL; CNS; GENURIN; BREAST; THYR; HBL
MALMULTI,N,8255,SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; THYR; HBL
MALMULTI,N,8256,TONGUE/THR/LAR; HBL
MALMULTI,N,8257,SK MEL; TONGUE/THR/LAR; HBL
MALMULTI,N,8258,SK NON-MEL; TONGUE/THR/LAR; HBL
MALMULTI,N,8259,SK MEL; SK NON-MEL; TONGUE/THR/LAR; HBL
MALMULTI,N,8260,CNS; TONGUE/THR/LAR; HBL
MALMULTI,N,8261,SK MEL; CNS; TONGUE/THR/LAR; HBL
MALMULTI,N,8262,SK NON-MEL; CNS; TONGUE/THR/LAR; HBL
MALMULTI,N,8263,SK MEL; SK NON-MEL; CNS; TONGUE/THR/LAR; HBL
MALMULTI,N,8264,GENURIN; TONGUE/THR/LAR; HBL
MALMULTI,N,8265,SK MEL; GENURIN; TONGUE/THR/LAR; HBL
MALMULTI,N,8266,SK NON-MEL; GENURIN; TONGUE/THR/LAR; HBL
MALMULTI,N,8267,SK MEL; SK NON-MEL; GENURIN; TONGUE/THR/LAR; HBL
MALMULTI,N,8268,CNS; GENURIN; TONGUE/THR/LAR; HBL
MALMULTI,N,8269,SK MEL; CNS; GENURIN; TONGUE/THR/LAR; HBL
MALMULTI,N,8270,SK NON-MEL; CNS; GENURIN; TONGUE/THR/LAR; HBL
MALMULTI,N,8271,SK MEL; SK NON-MEL; CNS; GENURIN; TONGUE/THR/LAR; HBL
MALMULTI,N,8272,BREAST; TONGUE/THR/LAR; HBL
MALMULTI,N,8273,SK MEL; BREAST; TONGUE/THR/LAR; HBL
MALMULTI,N,8274,SK NON-MEL; BREAST; TONGUE/THR/LAR; HBL
MALMULTI,N,8275,SK MEL; SK NON-MEL; BREAST; TONGUE/THR/LAR; HBL
MALMULTI,N,8276,CNS; BREAST; TONGUE/THR/LAR; HBL
MALMULTI,N,8277,SK MEL; CNS; BREAST; TONGUE/THR/LAR; HBL
MALMULTI,N,8278,SK NON-MEL; CNS; BREAST; TONGUE/THR/LAR; HBL
MALMULTI,N,8279,SK MEL; SK NON-MEL; CNS; BREAST; TONGUE/THR/LAR; HBL
MALMULTI,N,8280,GENURIN; BREAST; TONGUE/THR/LAR; HBL
MALMULTI,N,8281,SK MEL; GENURIN; BREAST; TONGUE/THR/LAR; HBL
MALMULTI,N,8282,SK NON-MEL; GENURIN; BREAST; TONGUE/THR/LAR; HBL
MALMULTI,N,8283,SK MEL; SK NON-MEL; GENURIN; BREAST; TONGUE/THR/LAR; HBL
MALMULTI,N,8284,CNS; GENURIN; BREAST; TONGUE/THR/LAR; HBL
MALMULTI,N,8285,SK MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR; HBL
MALMULTI,N,8286,SK NON-MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR; HBL
MALMULTI,N,8287,SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR;
MALMULTI,N,8288,THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8289,SK MEL; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8290,SK NON-MEL; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8291,SK MEL; SK NON-MEL; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8292,CNS; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8293,SK MEL; CNS; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8294,SK NON-MEL; CNS; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8295,SK MEL; SK NON-MEL; CNS; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8296,GENURIN; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8297,SK MEL; GENURIN; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8298,SK NON-MEL; GENURIN; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8299,SK MEL; SK NON-MEL; GENURIN; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8300,CNS; GENURIN; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8301,SK MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8302,SK NON-MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8303,SK MEL; SK NON-MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; H
MALMULTI,N,8304,BREAST; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8305,SK MEL; BREAST; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8306,SK NON-MEL; BREAST; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8307,SK MEL; SK NON-MEL; BREAST; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8308,CNS; BREAST; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8309,SK MEL; CNS; BREAST; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8310,SK NON-MEL; CNS; BREAST; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8311,SK MEL; SK NON-MEL; CNS; BREAST; THYR; TONGUE/THR/LAR; HB
MALMULTI,N,8312,GENURIN; BREAST; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8313,SK MEL; GENURIN; BREAST; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8314,SK NON-MEL; GENURIN; BREAST; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8315,SK MEL; SK NON-MEL; GENURIN; BREAST; THYR; TONGUE/THR/LAR
MALMULTI,N,8316,CNS; GENURIN; BREAST; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8317,SK MEL; CNS; GENURIN; BREAST; THYR; TONGUE/THR/LAR; HBL
MALMULTI,N,8318,SK NON-MEL; CNS; GENURIN; BREAST; THYR; TONGUE/THR/LAR; H
MALMULTI,N,8319,SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; THYR; TONGUE/TH
MALMULTI,N,8320,LU; HBL
MALMULTI,N,8321,SK MEL; LU; HBL
MALMULTI,N,8322,SK NON-MEL; LU; HBL
MALMULTI,N,8323,SK MEL; SK NON-MEL; LU; HBL
MALMULTI,N,8324,CNS; LU; HBL
MALMULTI,N,8325,SK MEL; CNS; LU; HBL
MALMULTI,N,8326,SK NON-MEL; CNS; LU; HBL
MALMULTI,N,8327,SK MEL; SK NON-MEL; CNS; LU; HBL
MALMULTI,N,8328,GENURIN; LU; HBL
MALMULTI,N,8329,SK MEL; GENURIN; LU; HBL
MALMULTI,N,8330,SK NON-MEL; GENURIN; LU; HBL
MALMULTI,N,8331,SK MEL; SK NON-MEL; GENURIN; LU; HBL
MALMULTI,N,8332,CNS; GENURIN; LU; HBL
MALMULTI,N,8333,SK MEL; CNS; GENURIN; LU; HBL
MALMULTI,N,8334,SK NON-MEL; CNS; GENURIN; LU; HBL
MALMULTI,N,8335,SK MEL; SK NON-MEL; CNS; GENURIN; LU; HBL
MALMULTI,N,8336,BREAST; LU; HBL
MALMULTI,N,8337,SK MEL; BREAST; LU; HBL
MALMULTI,N,8338,SK NON-MEL; BREAST; LU; HBL
MALMULTI,N,8339,SK MEL; SK NON-MEL; BREAST; LU; HBL
MALMULTI,N,8340,CNS; BREAST; LU; HBL
MALMULTI,N,8341,SK MEL; CNS; BREAST; LU; HBL
MALMULTI,N,8342,SK NON-MEL; CNS; BREAST; LU; HBL
MALMULTI,N,8343,SK MEL; SK NON-MEL; CNS; BREAST; LU; HBL
MALMULTI,N,8344,GENURIN; BREAST; LU; HBL
MALMULTI,N,8345,SK MEL; GENURIN; BREAST; LU; HBL
MALMULTI,N,8346,SK NON-MEL; GENURIN; BREAST; LU; HBL
MALMULTI,N,8347,SK MEL; SK NON-MEL; GENURIN; BREAST; LU; HBL
MALMULTI,N,8348,CNS; GENURIN; BREAST; LU; HBL
MALMULTI,N,8349,SK MEL; CNS; GENURIN; BREAST; LU; HBL
MALMULTI,N,8350,SK NON-MEL; CNS; GENURIN; BREAST; LU; HBL
MALMULTI,N,8351,SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; LU; HBL
MALMULTI,N,8352,THYR; LU; HBL
MALMULTI,N,8353,SK MEL; THYR; LU; HBL
MALMULTI,N,8354,SK NON-MEL; THYR; LU; HBL
MALMULTI,N,8355,SK MEL; SK NON-MEL; THYR; LU; HBL
MALMULTI,N,8356,CNS; THYR; LU; HBL
MALMULTI,N,8357,SK MEL; CNS; THYR; LU; HBL
MALMULTI,N,8358,SK NON-MEL; CNS; THYR; LU; HBL
MALMULTI,N,8359,SK MEL; SK NON-MEL; CNS; THYR; LU; HBL
MALMULTI,N,8360,GENURIN; THYR; LU; HBL
MALMULTI,N,8361,SK MEL; GENURIN; THYR; LU; HBL
MALMULTI,N,8362,SK NON-MEL; GENURIN; THYR; LU; HBL
MALMULTI,N,8363,SK MEL; SK NON-MEL; GENURIN; THYR; LU; HBL
MALMULTI,N,8364,CNS; GENURIN; THYR; LU; HBL
MALMULTI,N,8365,SK MEL; CNS; GENURIN; THYR; LU; HBL
MALMULTI,N,8366,SK NON-MEL; CNS; GENURIN; THYR; LU; HBL
MALMULTI,N,8367,SK MEL; SK NON-MEL; CNS; GENURIN; THYR; LU; HBL
MALMULTI,N,8368,BREAST; THYR; LU; HBL
MALMULTI,N,8369,SK MEL; BREAST; THYR; LU; HBL
MALMULTI,N,8370,SK NON-MEL; BREAST; THYR; LU; HBL
MALMULTI,N,8371,SK MEL; SK NON-MEL; BREAST; THYR; LU; HBL
MALMULTI,N,8372,CNS; BREAST; THYR; LU; HBL
MALMULTI,N,8373,SK MEL; CNS; BREAST; THYR; LU; HBL
MALMULTI,N,8374,SK NON-MEL; CNS; BREAST; THYR; LU; HBL
MALMULTI,N,8375,SK MEL; SK NON-MEL; CNS; BREAST; THYR; LU; HBL
MALMULTI,N,8376,GENURIN; BREAST; THYR; LU; HBL
MALMULTI,N,8377,SK MEL; GENURIN; BREAST; THYR; LU; HBL
MALMULTI,N,8378,SK NON-MEL; GENURIN; BREAST; THYR; LU; HBL
MALMULTI,N,8379,SK MEL; SK NON-MEL; GENURIN; BREAST; THYR; LU; HBL
MALMULTI,N,8380,CNS; GENURIN; BREAST; THYR; LU; HBL
MALMULTI,N,8381,SK MEL; CNS; GENURIN; BREAST; THYR; LU; HBL
MALMULTI,N,8382,SK NON-MEL; CNS; GENURIN; BREAST; THYR; LU; HBL
MALMULTI,N,8383,SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; THYR; LU; HBL
MALMULTI,N,8384,TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8385,SK MEL; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8386,SK NON-MEL; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8387,SK MEL; SK NON-MEL; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8388,CNS; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8389,SK MEL; CNS; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8390,SK NON-MEL; CNS; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8391,SK MEL; SK NON-MEL; CNS; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8392,GENURIN; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8393,SK MEL; GENURIN; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8394,SK NON-MEL; GENURIN; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8395,SK MEL; SK NON-MEL; GENURIN; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8396,CNS; GENURIN; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8397,SK MEL; CNS; GENURIN; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8398,SK NON-MEL; CNS; GENURIN; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8399,SK MEL; SK NON-MEL; CNS; GENURIN; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8400,BREAST; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8401,SK MEL; BREAST; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8402,SK NON-MEL; BREAST; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8403,SK MEL; SK NON-MEL; BREAST; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8404,CNS; BREAST; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8405,SK MEL; CNS; BREAST; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8406,SK NON-MEL; CNS; BREAST; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8407,SK MEL; SK NON-MEL; CNS; BREAST; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8408,GENURIN; BREAST; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8409,SK MEL; GENURIN; BREAST; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8410,SK NON-MEL; GENURIN; BREAST; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8411,SK MEL; SK NON-MEL; GENURIN; BREAST; TONGUE/THR/LAR; LU;
MALMULTI,N,8412,CNS; GENURIN; BREAST; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8413,SK MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8414,SK NON-MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8415,SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR;
MALMULTI,N,8416,THYR; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8417,SK MEL; THYR; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8418,SK NON-MEL; THYR; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8419,SK MEL; SK NON-MEL; THYR; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8420,CNS; THYR; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8421,SK MEL; CNS; THYR; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8422,SK NON-MEL; CNS; THYR; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8423,SK MEL; SK NON-MEL; CNS; THYR; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8424,GENURIN; THYR; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8425,SK MEL; GENURIN; THYR; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8426,SK NON-MEL; GENURIN; THYR; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8427,SK MEL; SK NON-MEL; GENURIN; THYR; TONGUE/THR/LAR; LU; HB
MALMULTI,N,8428,CNS; GENURIN; THYR; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8429,SK MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8430,SK NON-MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8431,SK MEL; SK NON-MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; L
MALMULTI,N,8432,BREAST; THYR; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8433,SK MEL; BREAST; THYR; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8434,SK NON-MEL; BREAST; THYR; TONGUE/THR/LAR; LU; HBL
MALMULTI,N,8435,SK MEL; SK NON-MEL; BREAST; THYR; TONGUE/THR/LAR; LU; HBL
